Dup_Group,record_id,duplicate_id,author,title,abstract,doi,year,journal,volume,number,pages,isbn,label,source
635,1607,1607,Belser A.,Psychosocial distress in advanced cancer patients: An overview of psilocybin-assisted psychotherapy and the ongoing New York University Phase II pilot study,"Purpose: The primary objective of this double-blind, placebo-controlled pilot study is to assess the efficacy of psilocybin administration (4-phosphoryloxy-N,N-dimethyltryptamine), a serotonergic psychoactive agent, on psychosocial distress, with the specific primary outcome variable being anxiety associated with advanced, recurrent or potentially life threatening cancer. Researchers at New York University School of Medicine and Bluestone Center for Clinical Research are conducting this Phase II pilot study investigating the effects of psilocybin on anxiety and psychosocial distress in advanced cancer patients. Psilocybin is a psychoactive agent found in a specific type of mushroom and used for centuries for religious and spiritual purposes. This study is separate but similar to a recently completed study at the Los Angeles Biomedical Research Institute at Harbor-UCLA Medical Center, and to an ongoing study at the Johns Hopkins University. A secondary objective of the study is to determine the feasibility of administering psilocybin to this patient population, with regards to the following issues: safety, patient recruitment, consent for treatment, and retention. Methods: The study utilizes a randomized, double blind, placebo-controlled crossover design at 7 weeks and includes prospective follow-up of 6 months duration. The dose of psilocybin is 0.3mg/kg and the total subjects for the study is 32. Nine sessions of psychotherapy are conducted with two dedicated therapists, constituting a therapeutic dyad. Secondary outcome measures will look at the effect of psilocybin on symptoms of pain perception, depression, existential/ psychospiritual distress, attitudes towards disease progression and death, quality of life, and spiritual/mystical states of consciousness. Stephen Ross, M.D., Director of the Division of Alcoholism and Drug Abuse at Bellevue Hospital, is the Principal Investigator of this project. Subject enrollment began in April, 2009. Results: As this Phase II study is currently underway, we have collected preliminary data; relevant outcomes from our sister studies at UCLA and Johns Hopkins will be addressed. We will present an overview of the study design and hope to foster collaboration between professionals dedicated to studying and facilitating cancer treatment and researchers using this novel compound and therapy modality. Conclusion: It is hypothesized that a one time experience with psilocybin will occasion dramatic shifts in consciousness and meaningful spiritual experiences that will lead to short-term and long-term improvement in anxiety, depression, and pain associated with advanced cancer.",NA,2010,J. Soc. Integr. Oncol,8,4,172-NA,NA,NA,NA
635,945,945,Belser A,Psychosocial distress in advanced cancer patients: an overview of psilocybin-assisted psychotherapy and the ongoing New York University Phase II pilot study,NA,NA,2010,"Journal of the society for integrative oncology [abstracts from the 7th international conference of the society for integrative oncology new york, NY united states. Nov 11-13",NA,NA,"NA-NA",NA,NA,NA
636,1122,128,Majic T. and Jungaberle H. and Schmidt T.T. and Zeuch A. and Hermle L. and Gallinat J.,Psychotherapy with Adjuvant use of Serotonergic Psychoactive Substances: Possibilities and Challenges,"Background Recently, scientific interest in the therapeutic potential of serotonergic and psilocybin hallucinogens (psychedelics) such as lysergic acid diethylamide (LSD) and entactogens like 3,4-methylendioxymethamphetamine (MDMA) within the framework of psychotherapy has resumed. The present article provides an overview on the current evidence on substance-assisted psychotherapy with these substances. Method A selective search was carried out in the PubMed and Cochrane Library including studies investigating the clinical use of serotonergic psychoactive substances since 2000. Results Studies were found investigating the following indications: alcohol (LSD and psilocybin) and tobacco addiction (psilocybin), anxiety and depression in patients suffering from life-threatening somatic illness (LSD and psilocybin), obsessive-compulsive disorder (OCD) (psilocybin), treatment-resistant major depression (psilocybin), and posttraumatic stress disorder (PTSD) (MDMA). Discussion Substance use disorders, PTSD and anxiety and depression in patients suffering from life-threatening somatic illness belong to the indications with the best evidence for substance-assisted psychotherapy with serotonergic psychoactive agents. To date, studies indicate efficacy and relatively good tolerability. Further studies are needed to determine whether these substances may represent suitable and effective treatment options for some treatment-resistant psychiatric disorders in the future.Copyright Â© Georg Thieme Verlag KG Stuttgart, New York.",http://dx.doi.org/10.1055/s-0043-103085,2017,Fortschr. Neurol. Psychiatr,85,7,383-392,NA,NA,NA
636,2735,2735,"Majlc, Tomislav and Jungaberle, Henrik and Schmidt, Timo T and Zeuch, Andrea and Hermle, Leo and Gallinat, Jurgen",Psychotherapy with adjuvant use of serotonergic psychoactive substances: Possibilities and challenges,"Background: Recently, scientific interest in the therapeutic potential of serotonergic and psilocybin hallucinogens (psychedelics) such as lysergic acid diethylamide (LSD) and entactogens like 3,4-methylendioxymethamphetamine (MDMA) within the framework of psychotherapy has resumed. The present article provides an overview on the current evidence on substance-assisted psychotherapy with these substances. Method: A selective search was carried out in the PubMed and Cochrane Library including studies investigating the clinical use of serotonergic psychoactive substances since 2000. Results: Studies were found investigating the following indications: alcohol (LSD and psilocybin) and tobacco addiction (psilocybin), anxiety and depression in patients suffering from life-threatening somatic illness (LSD and psilocybin), obsessive-compulsive disorder (OCD) (psilocybin), treatment-resistant major depression (psilocybin), and posttraumatic stress disorder (PTSD) (MDMA). Discussion: Substance use disorders, PTSD and anxiety and depression in patients suffering from life-threatening somatic illness belong to the indications with the best evidence for substance-assisted psychotherapy with serotonergic psychoactive agents. To date, studies indicate efficacy and relatively good tolerability. Further studies are needed to determine whether these substances may represent suitable and effective treatment options for some treatment-resistant psychiatric disorders in the future. (PsycINFO Database Record (c) 2017 APA, all rights reserved) Abstract (German) Hintergrund: Der Einsatz von serotonergen Halluzinogenen (Psychedelika) wie Lysergsaure-Diethylamid (LSD) und Psilocybin und Entaktogenen wie 3,4-Methylendioxymethamphetamin (MDMA) im Rahmen von Psychotherapie ist in den letzten Jahren wieder zunehmend ins Licht des wissenschaftlichen Interesses geruckt. Die vorliegende Arbeit fasst die aktuelle Evidenz zur substanzunterstutzten Psychotherapie mit serotonergen Psychoaktiva zusammen. Methode: Eine selektive Literaturrecherche erfolgte in PubMed und der Cochrane Library, wobei nach Studien gesucht wurde, in denen der Einsatz von serotonergen Psychoaktiva in der Psychotherapie seit 2000 untersucht wurde. Ergebnisse: Es fanden sich Studien fur die folgenden Behandlungsindikationen: Alkoholabhangigkeit (LSD und Psilocybin), Nikotinabhangigkeit (Psilocybin), Behandlung von Angst und Depression bei lebensbedrohlicher korperlicher Erkrankung (LSD und Psilocybin), Zwangsstorungen (Psilocybin), therapieresistente Major Depression (Psilocybin) und posttraumatische Belastungsstorung (MDMA). Diskussion: Abhangigkeitserkrankungen, posttraumatische Belastungsstorung sowie Angst und Depression bei lebensbedrohlicher korperlicher Erkrankung stellen derzeit die am besten evaluierten Indikationen fur die substanzunterstutzte Psychotherapie mit serotonergen Psychoaktiva dar. Bisher zeigten sich Hinweise fur eine Wirksamkeit bei relativ guter Vertraglichkeit. Weitere Studien sind erforderlich, um einzuschatzen, ob diese Substanzen in Zukunft in der Behandlung bestimmter therapieresistenter psychischer Erkrankungen eine Option darstellen konnen. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",http://dx.doi.org/10.1055/s-0043-103085 and http://dx.doi.org/10.1055/s-0043-103085,2017,"Fortschritte der Neurologie, Psychiatrie",85,7,383-392,NA,NA,NA
649,1287,1287,Carhart-Harris R.L. and Nutt D.J.,Question-based Drug Development for psilocybin - Authors' reply,NA,http://dx.doi.org/10.1016/S2215-0366%2816%2930217-6,2016,Lancet Psychiatry,3,9,807-NA,NA,NA,NA
649,81,81,"Carhart-Harris, Robin L and Nutt, David J",Question-based Drug Development for psilocybin - Authors' reply,NA,https://dx.doi.org/10.1016/S2215-0366(16)30217-6,2016,Lancet Psychiatry,3,9,807-NA,NA,NA,NA
650,1288,1288,Dijkstra F.M. and Jacobs G.E. and Cohen A.F.,Question-based Drug Development for psilocybin,NA,http://dx.doi.org/10.1016/S2215-0366%2816%2930214-0,2016,Lancet Psychiatry,3,9,806-807,NA,NA,NA
650,2776,2776,"Dijkstra, Francis M and Jacobs, Gabriel E and Cohen, Adam F",Question-based Drug Development for psilocybin,"Comments on an article Robin Carhart-Harris et al. (see record 2016-25160-001). Robin Carhart-Harris and colleagues conclude that there is preliminary support for the safety and efficacy of psilocybin for treatment-resistant unipolar depression. This finding is important because more effective pharmacological treatments with acceptable side-effects are urgently needed for patients suffering from depression. We support the limitations the authors have pointed out about the study population and trial design. We also recognize the paucity of well-designed trials in psychiatry that are based on the principles of clinical pharmacology. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1016/S2215-0366%2816%2930214-0 and http://dx.doi.org/10.1016/S2215-0366%2816%2930214-0,2016,The Lancet Psychiatry,3,9,806-807,NA,NA,NA
650,82,82,"Dijkstra, Francis M and Jacobs, Gabriel E and Cohen, Adam F",Question-based Drug Development for psilocybin,NA,https://dx.doi.org/10.1016/S2215-0366(16)30214-0,2016,Lancet Psychiatry,3,9,806-7,NA,NA,NA
661,2795,2795,"Tittarelli, Roberta and Mannocchi, Giulio and Pantano, Flaminia and Romolo, Francesco Saverio","Recreational use, analysis and toxicity of tryptamines","The definition New psychoactive substances (NPS) refers to emerging drugs whose chemical structures are similar to other psychoactive compounds but not identical, representing a ""legal"" alternative to internationally controlled drugs. There are many categories of NPS, such as synthetic cannabinoids, synthetic cathinones, phenylethylamines, piperazines, ketamine derivatives and tryptamines. Tryptamines are naturally occurring compounds, which can derive from the amino acid tryptophan by several biosynthetic pathways: their structure is a combination of a benzene ring and a pyrrole ring, with the addition of a 2-carbon side chain. Tryptamines include serotonin and melatonin as well as other compounds known for their hallucinogenic properties, such as psilocybin in 'Magic mushrooms' and dimethyltryptamine (DMT) in Ayahuasca brews. Aim: To review the scientific literature regarding tryptamines and their derivatives, providing a summary of all the available information about the structure of these compounds, their effects in relationship with the routes of administration, their pharmacology and toxicity, including articles reporting cases of death related to intake of these substances. Methods: A comprehensive review of the published scientific literature was performed, using also non peer-reviewed information sources, such as books, government publications and drug user web fora. Conclusions: Information from Internet and from published scientific literature, organized in the way we proposed in this review, provides an effective tool for specialists facing the emerging NPS threat to public health and public security, including the personnel working in Emergency Department. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.2174/1570159X13666141210222409 and http://dx.doi.org/10.2174/1570159X13666141210222409,2015,Current Neuropharmacology,13,1,26-46,NA,NA,NA
661,240,1313,"Tittarelli, Roberta and Mannocchi, Giulio and Pantano, Flaminia and Romolo, Francesco Saverio","Recreational use, analysis and toxicity of tryptamines","UNLABELLED: The definition New psychoactive substances (NPS) refers to emerging drugs whose chemical structures are similar to other psychoactive compounds but not identical, representing a ""legal"" alternative to internationally controlled drugs. There are many categories of NPS, such as synthetic cannabinoids, synthetic cathinones, phenylethylamines, piperazines, ketamine derivatives and tryptamines. Tryptamines are naturally occurring compounds, which can derive from the amino acid tryptophan by several biosynthetic pathways: their structure is a combination of a benzene ring and a pyrrole ring, with the addition of a 2-carbon side chain. Tryptamines include serotonin and melatonin as well as other compounds known for their hallucinogenic properties, such as psilocybin in 'Magic mushrooms' and dimethyltryptamine (DMT) in Ayahuasca brews., AIM: To review the scientific literature regarding tryptamines and their derivatives, providing a summary of all the available information about the structure of these compounds, their effects in relationship with the routes of administration, their pharmacology and toxicity, including articles reporting cases of death related to intake of these substances., METHODS: A comprehensive review of the published scientific literature was performed, using also non peer-reviewed information sources, such as books, government publications and drug user web fora., CONCLUSIONS: Information from Internet and from published scientific literature, organized in the way we proposed in this review, provides an effective tool for specialists facing the emerging NPS threat to public health and public security, including the personnel working in Emergency Department.",https://dx.doi.org/10.2174/1570159X13666141210222409,2015,Curr Neuropharmacol,13,1,26-46,NA,NA,NA
666,1119,1119,Ramachandran V. and Chunharas C. and Marcus Z. and Furnish T. and Lin A.,Relief from intractable phantom pain by combining psilocybin and mirror visual-feedback (MVF),"AL's leg was amputated resulting in phantom-limb pain (PLP). (1) When a volunteer placed her foot on or near the phantom-touching it evoked organized sensations in corresponding locations on AL's phantom. (2) Mirror-visual-feedback (MVF) relieved PLP, as did, ""phantom massage"". (3) Psilocybin-MVF pairing produced synergistic effects, complete elimination of PLP, and reduction in paroxysmal episodes. (4) Touching the volunteer's leg where AL previously had external fixators, evoked sensation of nails boring through the leg. Using a ""telescoping"" nail, we created the illusion of a nail being removed with corresponding pain relief. (5) Artificial flames produced warmth in the phantom.Copyright Â© 2018 Informa UK Limited, trading as Taylor & Francis Group.",http://dx.doi.org/10.1080/13554794.2018.1468469,2018,Neurocase,24,2,105-110,NA,NA,NA
666,2704,58,"Ramachandran, Vilayanur and Chunharas, Chaipat and Marcus, Zeve and Furnish, Timothy and Lin, Albert",Relief from intractable phantom pain by combining psilocybin and mirror visual-feedback (mvf),"AL's leg was amputated resulting in phantom-limb pain (PLP). (1) When a volunteer placed her foot on or near the phantom - touching it evoked organized sensations in corresponding locations on AL's phantom. (2) Mirror-visual-feedback (MVF) relieved PLP, as did, ""phantom massage"". (3) Psilocybin-MVF pairing produced synergistic effects, complete elimination of PLP, and reduction in paroxysmal episodes. (4) Touching the volunteer's leg where AL previously had external fixators, evoked sensation of nails boring through the leg. Using a ""telescoping"" nail, we created the illusion of a nail being removed with corresponding pain relief. (5) Artificial flames produced warmth in the phantom. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",http://dx.doi.org/10.1080/13554794.2018.1468469 and http://dx.doi.org/10.1080/13554794.2018.1468469,2018,Neurocase,NA,NA,No-Specified,NA,NA,NA
670,812,812,"JACOB, J and LAFILLE, C and LOISEAU, G and ECHINARD-GARIN, P and BARTHELEMY, C","[RESEARCH CONCERNING THE PHARMACOLOGIC CHARACTERIZATION AND DIFFERENTIATION OF HALLUCINOGENIC DRUGS (INDOLE DERIVATES AND MESCALINE, NALORPHINE, CENTRAL ANTICHOLINERGIC AGENTS, PHENCYCLIDINE)]",NA,NA,1964,Encephale,53,NA,520-35,NA,NA,NA
670,3107,3107,"Jacob, J and Lafille, C and Loiseau, G and Echinard-Garin, P and Barthelemy, C","Research on the pharmacological characterization and differentiation of hallucinogenic drugs (indole derivatives and mescaline, nalorphine, central anticholinergics, and phencyclidine)","Study of hyperthermic effects (in rabbits) and morphine antagonism (in mice) of hallucinogenic derivatives led to the following conclusions: (a) indole derivatives (LSD, bromysergamide, dimethyl- and diethyltryptamines, psilocybine) and mescaline are hyperthermic and antagonize one and sometimes both effects of morphine (analgesic and modification of the flight reaction); (b) nalorphine is hyperthermic and antagonizes both effects of morphine; (c) the diphenylglycolates of piperidine and 7360 RP antagonize selectively the anti-flight action of morphine; (d) phencyclidine and amphetamine are hyperthermic and synergistic with morphine, but differ in general action (phencyclidine is depressant, amphetamine stimulant). (41 ref.) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,1964,L'Encephale: Revue de psychiatrie clinique biologique et therapeutique,53,4,520-535,NA,NA,NA
672,2941,382,"Sewell, R. Andrew and Halpern, John H and Pope, Harrison G Jr.",Response of cluster headache to psilcybin and LSD,"The authors interviewed 53 cluster headache patients who had used psilocybin or lysergic acid diethylamide (LSD) to treat their condition. Twenty-two of 26 psilocybin users reported that psilocybin aborted attacks; 25 of 48 psilocybin users and 7 of 8 LSD users reported cluster period termination; 18 of 19 psilocybin users and 4 of 5 LSD users reported remission period extension. Research on the effects of psilocybin and LSD on cluster headache may be warranted. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1212/01.wnl.0000219761.05466.43 and http://dx.doi.org/10.1212/01.wnl.0000219761.05466.43,2006,Neurology,66,12,1920-1922,NA,NA,NA
672,1715,2941,Sewell R.A. and Halpern J.H. and Pope Jr. H.G.,Response of cluster headache to psilocybin and LSD,"The authors interviewed 53 cluster headache patients who had used psilocybin or lysergic acid diethylamide (LSD) to treat their condition. Twenty-two of 26 psilocybin users reported that psilocybin aborted attacks; 25 of 48 psilocybin users and 7 of 8 LSD users reported cluster period termination; 18 of 19 psilocybin users and 4 of 5 LSD users reported remission period extension. Research on the effects of psilocybin and LSD on cluster headache may be warranted. Copyright Â© 2006 by AAN Enterprises, Inc.",http://dx.doi.org/10.1212/01.wnl.0000219761.05466.43,2006,Neurology,66,12,1920-1922,NA,NA,NA
678,374,374,Anonymous,Reviving the study of hallucinogens,NA,NA,2006,Harv Ment Health Lett,23,4,5-NA,NA,NA,NA
678,1705,1705,Anonymous.,Reviving the study of hallucinogens,NA,NA,2006,Harv Ment Health Lett,23,4,5-NA,NA,NA,NA
680,373,373,"Moreno, Francisco A and Wiegand, Christopher B and Taitano, E Keolani and Delgado, Pedro L","Safety, tolerability, and efficacy of psilocybin in 9 patients with obsessive-compulsive disorder","BACKGROUND: Anecdotal reports suggest that psychedelic agents may relieve symptoms of obsessive-compulsive disorder (OCD). This modified double-blind study investigated the safety, tolerability, and clinical effects of psilocybin, a potent 5-HT(1A) and 5-HT(2A/2C) agonist, in patients with OCD., METHOD: Nine subjects with DSM-IV-defined OCD and no other current major psychiatric disorder participated in up to 4 single-dose exposures to psilocybin in doses ranging from sub-hallucinogenic to frankly hallucinogenic. Low (100 microg/kg), medium (200 microg/kg), and high (300 microg/kg) doses were assigned in that order, and a very low dose (25 microg/kg) was inserted randomly and in double-blind fashion at any time after the first dose. Testing days were separated by at least 1 week. Each session was conducted over an 8-hour period in a controlled environment in an outpatient clinic; subjects were then transferred to a psychiatric inpatient unit for overnight observation. The Yale-Brown Obsessive Compulsive Scale (YBOCS) and a visual analog scale measuring overall obsessive-compulsive symptom severity were administered at 0, 4, 8, and 24 hours post-ingestion. The Hallucinogen Rating Scale was administered at 8 hours, and vital signs were recorded at 0, 1, 4, 8, and 24 hours after ingestion. The study was conducted from November 2001 to November 2004., RESULTS: Nine subjects were administered a total of 29 psilocybin doses. One subject experienced transient hypertension without relation to anxiety or somatic symptoms, but no other significant adverse effects were observed. Marked decreases in OCD symptoms of variable degrees were observed in all subjects during 1 or more of the testing sessions (23%-100% decrease in YBOCS score). Repeated-measures analysis of variance for all YBOCS values revealed a significant main effect of time on Wilks lambda (F = 9.86, df = 3,3; p = .046), but no significant effect of dose (F = 2.25, df = 3,3; p = .261) or interaction of time and dose (F = 0.923, df = 9,45; p = .515). Improvement generally lasted past the 24-hour timepoint., CONCLUSIONS: In a controlled clinical environment, psilocybin was safely used in subjects with OCD and was associated with acute reductions in core OCD symptoms in several subjects.",NA,2006,J Clin Psychiatry,67,11,1735-40,NA,NA,NA
680,2921,1726,"Moreno, Francisco A and Wiegand, Christopher B and Taitano, E. Keolani and Delgado, Pedro L","Safety, tolerability, and efficacy of psilocybin in 9 patients with obsessive-compulsive disorder","Background: Anecdotal reports suggest that psychedelic agents may relieve symptoms of obsessive-compulsive disorder (OCD). This modified double-blind study investigated the safety, tolerability, and clinical effects of psilocybin, a potent 5-HT1A and 5-HT2A/3C agonist, in patients with OCD. Method: Nine subjects with DSM-IV--defined OCD and no other current major psychiatric disorder participated in up to 4 single-dose exposures to psilocybin in doses ranging from sub-hallucinogenic to frankly hallucinogenic. Low (100microg/kg), medium (200microg/kg), and high (300microg/kg) doses were assigned in that order, and a very low dose (25microg/kg) was inserted randomly and in double-blind fashion at any time after the first dose. Testing days were separated by at least 1 week. Each session was conducted over an 8-hour period in a controlled environment in an outpatient clinic; subjects were then transferred to a psychiatric inpatient unit for overnight observation. The Yale-Brown Obsessive Compulsive Scale (YBOCS) and a visual analog scale measuring overall obsessive-compulsive symptom severity were administered at 0, 4, 8. and 24 hours post-ingestion. The Hallucinogen Rating Scale was administered at 8 hours, and vital signs were recorded at 0, 1, 4, 8, and 24 hours after ingestion. The study was conducted from November 2001 to November 2004. Results: Nine subjects were administered a total of 29 psilocybin doses. One subject experienced transient hypertension without relation to anxiety or somatic symptoms, but no other significant adverse effects were observed. Marked decreases in OCD symptoms of variable degrees were observed in all subjects during 1 or more of the testing sessions (23%-100% decrease in YBOCS score). Repeated-measures analysis of variance for all YBOCS values revealed a significant main effect of time on Wilks lambda (F=9.86, df=3,3; p=.046), but no significant effect of dose (F=2.25, df=3,3; p=.261) or interaction of time and dose (F=0.923, df=9,45; p=.515). Improvement generally lasted past the 24-hour timepoint. Conclusions: In a controlled clinical environment, psilocybin was safely used in subjects with OCD and was associated with acute reductions in core OCD symptoms in several subjects. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",http://dx.doi.org/10.4088/JCP.v67n1110 and http://dx.doi.org/10.4088/JCP.v67n1110,2006,The Journal of Clinical Psychiatry,67,11,1735-1740,NA,NA,NA
687,1469,1469,Halberstadt A.L. and Geyer M.A.,Serotonergic hallucinogens as translational models relevant to schizophrenia,"Abstract One of the oldest models of schizophrenia is based on the effects of serotonergic hallucinogens such as mescaline, psilocybin, and (+)-lysergic acid diethylamide (LSD), which act through the serotonin 5-HT2A receptor. These compounds produce a 'model psychosis' in normal individuals that resembles at least some of the positive symptoms of schizophrenia. Based on these similarities, and because evidence has emerged that the serotonergic system plays a role in the pathogenesis of schizophrenia in some patients, animal models relevant to schizophrenia have been developed based on hallucinogen effects. Here we review the behavioural effects of hallucinogens in four of those models, the receptor and neurochemical mechanisms for the effects and their translational relevance. Despite the difficulty of modelling hallucinogen effects in nonverbal species, animal models of schizophrenia based on hallucinogens have yielded important insights into the linkage between 5-HT and schizophrenia and have helped to identify receptor targets and interactions that could be exploited in the development of new therapeutic agents. Â© CINP 2013.",http://dx.doi.org/10.1017/S1461145713000722,2013,Int. J. Neuropsychopharmacol,16,10,2165-2180,NA,NA,NA
687,2833,279,"Halberstadt, Adam L and Geyer, Mark A",Serotonergic hallucinogens as translational models relevant to schizophrenia,"One of the oldest models of schizophrenia is based on the effects of serotonergic hallucinogens such as mescaline, psilocybin, and (+)-lysergic acid diethylamide (LSD), which act through the serotonin 5-HT2A receptor. These compounds produce a 'model psychosis' in normal individuals that resembles at least some of the positive symptoms of schizophrenia. Based on these similarities, and because evidence has emerged that the serotonergic system plays a role in the pathogenesis of schizophrenia in some patients, animal models relevant to schizophrenia have been developed based on hallucinogen effects. Here we review the behavioural effects of hallucinogens in four of those models, the receptor and neurochemical mechanisms for the effects and their translational relevance. Despite the difficulty of modelling hallucinogen effects in nonverbal species, animal models of schizophrenia based on hallucinogens have yielded important insights into the linkage between 5-HT and schizophrenia and have helped to identify receptor targets and interactions that could be exploited in the development of new therapeutic agents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1017/S1461145713000722 and http://dx.doi.org/10.1017/S1461145713000722,2013,International Journal of Neuropsychopharmacology,16,10,2165-2180,NA,NA,NA
689,96,96,"Brogaard, Berit","Serotonergic hyperactivity as a potential factor in developmental, acquired and drug-induced synesthesia","Though synesthesia research has seen a huge growth in recent decades, and tremendous progress has been made in terms of understanding the mechanism and cause of synesthesia, we are still left mostly in the dark when it comes to the mechanistic commonalities (if any) among developmental, acquired and drug-induced synesthesia. We know that many forms of synesthesia involve aberrant structural or functional brain connectivity. Proposed mechanisms include direct projection and disinhibited feedback mechanisms, in which information from two otherwise structurally or functionally separate brain regions mix. We also know that synesthesia sometimes runs in families. However, it is unclear what causes its onset. Studies of psychedelic drugs, such as psilocybin, LSD and mescaline, reveal that exposure to these drugs can induce synesthesia. One neurotransmitter suspected to be central to the perceptual changes is serotonin. Excessive serotonin in the brain may cause many of the characteristics of psychedelic intoxication. Excessive serotonin levels may also play a role in synesthesia acquired after brain injury. In brain injury sudden cell death floods local brain regions with serotonin and glutamate. This neurotransmitter flooding could perhaps result in unusual feature binding. Finally, developmental synesthesia that occurs in individuals with autism may be a result of alterations in the serotonergic system, leading to a blockage of regular gating mechanisms. I conclude on these grounds that one commonality among at least some cases of acquired, developmental and drug-induced synesthesia may be the presence of excessive levels of serotonin, which increases the excitability and connectedness of sensory brain regions.",https://dx.doi.org/10.3389/fnhum.2013.00657,2013,Front Hum Neurosci,7,NA,657-NA,NA,NA,NA
689,1425,2831,Brogaard B.,"Serotonergic hyperactivity as a potential factor in developmental, acquired and drug-induced synesthesia","Though synesthesia research has seen a huge growth in recent decades, and tremendous progress has been made in terms of understanding the mechanism and cause of synesthesia, we are still left mostly in the dark when it comes to the mechanistic commonalities (if any) among developmental, acquired and drug-induced synesthesia. We know that many forms of synesthesia involve aberrant structural or functional brain connectivity. Proposed mechanisms include direct projection and disinhibited feedback mechanisms, in which information from two otherwise structurally or functionally separate brain regions mix. We also know that synesthesia sometimes runs in families. However, it is unclear what causes its onset. Studies of psychedelic drugs, such as psilocybin, LSD and mescaline, reveal that exposure to these drugs can induce synesthesia. One neurotransmitter suspected to be central to the perceptual changes is serotonin. Excessive serotonin in the brain may cause many of the characteristics of psychedelic intoxication. Excessive serotonin levels may also play a role in synesthesia acquired after brain injury. In brain injury sudden cell death floods local brain regions with serotonin and glutamate. This neurotransmitter flooding could perhaps result in unusual feature binding. Finally, developmental synesthesia that occurs in individuals with autism may be a result of alterations in the serotonergic system, leading to a blockage of regular gating mechanisms. I conclude on these grounds that one commonality among at least some cases of acquired, developmental and drug-induced synesthesia may be the presence of excessive levels of serotonin, which increases the excitability and connectedness of sensory brain regions. Â© 2013 Brogaard.",http://dx.doi.org/10.3389/fnhum.2013.00657,2013,Front. Human Neurosci,NA,OCT,"NA-NA",NA,NA,NA
695,1929,486,Hanes K.R.,"Serotonin, psilocybin, and body dysmorphic disorder: A case report [1]",NA,http://dx.doi.org/10.1097/00004714-199604000-00011,1996,J. CLIN. PSYCHOPHARMACOL,16,2,188-189,NA,NA,NA
695,2990,2990,"Hanes, Karl R","Serotonin, psilocybin, and body dysmorphic disorder: A case report","Presents evidence supporting the assumption of a serotonergic basis for body dysmorphic disorder (BDD). Reports the case of a 27-yr-old male with social anxiety related to his preoccupation with perceived defects in his facial appearance. The S had previously used recreational drugs in order to relieve his symptoms and reported that BDD symptoms were altered with the ingestion of psilocybe fungi, which contain the serotonergic agent psilocybin. Following 3 wks of fluoxetine 40 mg/day, the S reported significant reduction of BDD symptoms; therapy was continued for 18 mos with the S's condition remaining stable. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1097/00004714-199604000-00011 and http://dx.doi.org/10.1097/00004714-199604000-00011,1996,Journal of Clinical Psychopharmacology,16,2,188-189,NA,NA,NA
723,2316,2316,Ono M. and Shimamine M. and Takahashi K. and Inoue T.,Hallucinogens. V. Synthesis of psilocybin (Japanese),NA,NA,1974,BULL. NATL. INST. HYG. SCI,No.92,NA,41-43,NA,NA,NA
723,614,614,"Ono, M and Shimamine, M and Takahashi, K and Inoue, T",[Studies on hallucinogens. V. Synthesis of psilocybin],NA,NA,1974,Eisei Shikenjo Hokoku,49,92,41-3,NA,NA,NA
741,2676,2676,Monnier M.,The effect of the action of psilocybin on the rabbit brain,"Psilocybin, the by-product of which ('psilocin') has been identified as 4-hydroxydimethyl-tryptamine (4-HTP), develops in the waking rabbit a marked activation of the somatic behaviour and of the electrical brain activity. This stimulating action is due to a depression of the mediothalamic recruiting and moderating system rather than to an activation of the reticular arousal system. The electrophysiological effects of 4-HTP are compared with those of 5-HTP.",http://dx.doi.org/10.1007/BF02158550,1959,Experientia,15,8,321-323,NA,NA,NA
741,881,881,"MONNIER, M",[The action of psilocybin on the rabbit brain],NA,NA,1959,Experientia,15,NA,321-3,NA,NA,NA
744,1538,2872,Carhart-Harris R.L. and Williams T.M. and Sessa B. and Tyacke R.J. and Rich A.S. and Feilding A. and Nutt D.J.,"The administration of psilocybin to healthy, hallucinogen-experienced volunteers in a mock-functional magnetic resonance imaging environment: A preliminary investigation of tolerability","This study sought to assess the tolerability of intravenously administered psilocybin in healthy, hallucinogen-experienced volunteers in a mock-magnetic resonance imaging environment as a preliminary stage to a controlled investigation using functional magnetic resonance imaging to explore the effects of psilocybin on cerebral blood flow and activity. The present pilot study demonstrated that up to 2 mg of psilocybin delivered as a slow intravenous injection produces short-lived but typical drug effects that are psychologically and physiologically well tolerated. With appropriate care, this study supports the viability of functional magnetic resonance imaging work with psilocybin. Â© The Author(s) 2011 Reprints and permissions: sagepub.co.uk/ journalsPermissions.nav.",http://dx.doi.org/10.1177/0269881110367445,2011,J. Psychopharmacol,25,11,1562-1567,NA,NA,NA
